onca,caseiro,notícia,comment_text
2,1,1,Qual a finalidade de prender a onça?o estrago já foi feito 😢😢😢😢😢😢😢
1,1,1,"Cara, que dó deu vendo ele nos vídeos. Que descanse em paz."
1,2,1,"Pois é  agora dizem tragédia,,não sabiam que esses bicho comem carne... tem que é  ,,  ,,, ,,mesmo ou vao deixar p pegar mais gente,,,sem noção, acho que brincam com onça ."
1,1,1,Muito triste essa história.
0,1,1,Tinha um tio que morava na mata onde foi construída uma hidroelétrica. Quando via rastros de onças não dava chances mandava fogo
0,1,1,Pq o povo não mata essas onças? Ficam esperando elas matar 😢
0,1,1,"Se eu ver uma fera dessa na minha frente, morro antes de ela me matar."
0,1,1,Onça e cobras sucuris são todas traiçoeiras assassinas e falsas.
1,0,1,Por isso existe o ditado o famoso amigo da onça
1,0,1,"O caseiro deveria ter pelo menos uma espingarda pra atirar e assustar a onça a noite quando ela estivesse rodeando o local, e esse lance que foi falado de barqueiros alimentando as onças tentando domesticalas foi um erro pois dai atrairam o perigo pra dentro de casa."
0,1,1,A onça já estava espreitando ele.
1,1,1,Deus me livre 😳 que não morava em um lugar deste Affs 😮😮😮 Deus é mais 😮😮😮
1,2,1,Muito triste esse acontecimento só Deus mesmo no controle de tudo Que Deus conforte os corações de parente amigos familiares nessa hora tão difícil 🖤🖤🖤.
2,0,1,"BANDO DE GENTE IGNORANTE, ESSE ANIMAL ESTAVA COM FOME, O ANIMAL DO HOMEM ESTÁ DESTRUINDO O HABITAT DOS ANIMAIS SELVAGENS....<br>BEM FEITO, HOMEM IGNORANTE, ELE NÃO TOMOU CUIDADO, NÃO ACREDITOU! BEM FEITO!!!!E OS IGNORANTES VÃO COLOCAR A CULPA NA ONÇA E TENTAR MATA LA....ODEIO SER HUMANO BURRO!"
1,1,1,"IMPERATRIZ MA, UMA ONÇA ANDA RONDANDO A CIDADE, CONDOMÍNIOS MAIS ISOLADOS... CÂMERAS FLAGARAM A MONSTRA QUERENDO ENTRAR NO CONDOMÍNIO...<br>CORPO DE BOMBEIROS FORAM INFORMADOS, MAS NUNCA CONSEGUIRAM CAPTURAR A FELINA... <br>ACHO QUE NA VERDADE ESTAVAM MESMO ERA TEMENDO A ONÇA FAMINTA...KKK"
1,1,1,Coitado  porque que ele não sau ante der ser comigo
2,1,1,Ué?! Por que tiraram a onça de lá???
1,1,1,Tem que soltar ela lá em Brasília dentro do palácio
1,1,1,Deus me livre morar num lugar desse.😱
1,1,1,As palavras tem poder &quot;cunhado&quot;
1,1,1,Colocar o Alexandre Moraes ai. Será que elas pegam ele?😅😅😅
0,1,1,Trata a onça como se ela fosse uma coitada. Me poupe. Pois entre os  meus e ela. Ela morre primeiro. Não pensaria 2x
1,1,1,"Kkkkkk seres humanos são burros msm, amigo não tem certo e errado nessa história. Onça tava com fome e foi comer, fim. Mãe natureza fazendo o papel que sempre fez. Fala babaquice por causa das suas emoções não"
1,1,1,Sinistro
1,1,1,"Porém está na cara que essa não é a mesma onça, não faz sentido ela ter devorado um ser humano quase todo e estar assim magra e debilitada certo ? Esse aí está ferido e velho , então vamos soltando a verdade e falar que vcs abateram a onça ."
1,1,1,Nada ver
1,1,1,Como sabe se foi essa onça que pegou seu Jorginho?
1,1,1,Será que o Xande não vai dar 48hs pra onça aparecer na delegacia? Ou vai prender o senhor porque ele não podia servir de comida pra onça. Vai que o ser infectou a onça.
0,1,1,"A população de onça pintada está gigantesca, olha também o javali o estrago que está fazendo."
0,1,1,Agora o Ibama que defende essa merda desse animal indeniza a família onça não presta pra nada nem pra ser predador de javali ela a  não ataca não e fazer captura e moer na bala no lugar de anestésico
1,1,1,Que coisa..o bicho come gente..?
0,1,1,Agora tem é que sacrificar esse animal. Pode ter se acostumado com o sangue humano!
1,1,1,aposto que foi o Xandão que mandou prender a onça
1,1,1,PELOS COMENTARIOS IDIOTAS AQUI SO TEM &quot;ESPECIALISTAS&quot;. O BRASILEIRO SENDO BRASILEIRO O CEREBRO E A A BOCA NAO ESTAO CONECTADOS. FALA ASNEIRA E BABAQUICE O TEMPO TODO.
1,1,1,Seu Jorge tinha tomado umas cana????
0,1,1,Deixar Todas QUASE CEGAS Pra Ficarem Fragilizadas e O Ser Humano e O Gado Vacun Sobreviver!
1,1,1,Meu pai já foi atacado por um Pitbull <br>E eu já fui atacado por uma cobra muito grande
1,1,1,@@ANAGUIMARAES-jb3vg nao tem. se for so pra coisas ruins.
1,1,1,Solta. No. Congresso. Esta. Onça
1,1,1,"EXISTEM MUITAS ONÇAS PORQUE O CRIADOR DE GADO PAGA SEU ALIMENTO.<br>Os bezerros e vacas que elas comem desequilibram a cadeia alimentar. Quando falta o gado, elas procuram outro alimento."
0,1,1,Tao dando molesa pra esses bichos mesmo   cade o respeito pelos humanos poca vergonha mesmo ibama
0,1,1,ESTA VAI DAR PREFERÊNCIA A ATACAR HUMANOS. Vai achar mais fácil a presa humana.
0,1,1,A onça pode matar. Mas se matar a  onde é multado...tem de matar. Ter armas é matar
1,1,1,As palavras tem poder!!!
1,1,1,Estão acabando com as áreas de preservação ambiental. Quem mora nessas áreas onde são avistadas onças precisam estar muito atentas 😳
1,1,0,"Fraquinho, repetindo oque já foi exaustivamente publicado. Perdi meu tempo vendo essa baboseira"
1,2,1,Coitado do homem
1,1,1,Meu cachorro matou meu irmão eu sacrifiquei ele
1,1,1,Solta dentro do STF ..
1,1,2,Ótimo vídeo.
0,1,1,Se  a onça atacou  o ser humano ela deve ser morta pois pode se acostumar. Com o sangue do ser humano
0,1,1,Infelizmente o ser humano não vale nada nesse mundo .a onça mata come o cidadão e o povo ainda defende ela .si dependese de mim ela ia levar 200 tiros na cabeça
0,1,1,Isso e com alguem de minha família eu invenenava um cabrito e distribuía num raio de um km. Mas muitos valorizam lais uma onça do q um ser humano
0,2,1,Ainda aparece gente defendendo ela .quem vai defender os familiares do morto
1,1,1,Os bolsominios sao reis das fakes News 😂😂😂😂
0,0,1,Ele morreu porque deu mole .si fosse comigo eu estava armado até os dentes  e ela estava alimentando os urubus
1,1,1,😔😔😔
1,0,1,"Acostumada a comer peixe, quando faltou a comida, comeu o rapaz que tratava dela!!!"
1,1,1,Que falta faz uma pistola bem carregada
1,0,1,O cara não se cuidou e nem estava vigiando por isso que foi devorado
1,1,1,Desmatamento... o bixos não tem caça mais. Sobrevivência!
1,1,1,A brincadeira acabou virando realidade 😢
1,1,1,As vezes Deus tava até usando esse cara pra alertar o senhor atacado pela onça
1,1,1,Parda e mais branda ja vi ela de pertinhocerca de 100metros
1,1,1,Como sabe que foi esta? Tem que matar antes dela te matar
1,2,1,Tadinho meus grandes sentimentos a ele só Deus sabe como foi feito a morte dele morreu sentindo dor 😢😢
1,2,1,Coitado do Senhorzinho😢
1,0,1,Idiotas q vivem desarmados...
0,1,1,As onças estavam brigando no quintal dele disputando a presa 😢
1,1,1,Vão levar ela a juri😊
1,0,1,"Esperaram a onça matar o caseiro, para depois procurar, coitado, eu teria ido embora e só voltava a pegassem!"
1,2,1,"Vão invadindo o.twrritorio dos bichos e não querem virar presa. Sinto muito pelo senhor que era só um caseiro, mas deviam investigar se o terreno está legalizado."
1,0,1,O ser humano invadiu o território.<br>E não foi perdoado .
0,1,1,"Não quero nem saber do risco de extinção. Se fosse alguém conhecido meu que ela tivesse matado, iria com uma galera armada pra matar. Quem quiser criticar que critique."
1,2,1,"Lamento pela morte mas,infelizmente,animais selvagens muitas vezes o habitat desses animais é invadido."
0,1,1,"A onça mata, uma pessoa é não pode matar a onça."
1,1,1,"Se tiver um encontro com a onça procurar a polícia ambiental? Tá bom, até parece que vai sair vivo desse encontro."
1,1,1,Ouvi dizer que o Serjão berranteiro vai ir substituir o seu Jorge
1,1,1,Dessa onça eu quero é distância.
1,1,2,"Maravilhoso vídeo, obrigada por esse canal, que é muito útil ❤❤"
1,2,1,"Misericórdia.  Tadinho desse homem,  deve ter lutado mto com essa fera. Pessoas q moram nesses lugares. Precisam permanecer dentro de suas casas trancados apartir das 19.00h. Tenho um irmão gerente de fazenda em GOIÁS,  ELE FECHA AS PORTAS AS 19.00H E TEM VÁRIAS ARMAS.😢😢"
1,1,1,"<b>Objetivo da equipe:</b> &quot;Capturar&quot; a onça, dar um banho com shampoo de pet, levar ela pra tratamento psicológico (pq ela deve ter ficado nervosa), acompanhamento nutricional e escambal a 4..."
0,1,1,Ñ sei pra que deixao esses animais perigoso aumenta quando eles ñ tiver mais o q comer vão comer nois tudo
1,1,1,T
1,1,1,O pai(lula) dos pobres precisa de um gatinho desse de estimação.
1,1,1,Cimo seria bom soltar no congresso ou ..............
2,1,1,Porque prendeu a onça? Ela não está em seu habita-te ?
0,1,1,Tá matando gente então tem q matar esses bichos... ou os bichos tem mais valor do q o homem
1,2,1,😢😢😢😢 Deus conforte a família
0,1,1,Muito perigosa essa onça
1,1,1,Pantanal é pra bicho né
0,1,1,E onça  e sucuri tem que mete bala só da prejuízo
1,1,1,O dom da chácara Tem Que Se. Responsabilizar.
0,1,1,"A onça só tem a floresta pra viver, ou você já viu alguma na Paulista ?<br>Pois é, se o ser humano  queima toda floresta e mata o alimento das onças, pra onde elas vão?  Pras fazendas, infelizmente desgraças como essas vão aumentar."
1,1,1,Tragédia anunciada.
1,1,1,"<a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=89"">1:29</a> que tristeza ver esse vídeo depois:/"
1,1,1,O Sérjão berranteiro já avisou mais ninguém deu bola aí a o  cagadão aí.
1,1,1,Os animais tem instintos só o Senhor Jesus Cristo que te o controle deles e de TD a criação
0,1,1,Da um belo tapete
1,1,1,Tenq vigiar .
1,1,1,Triste mesmo
1,1,1,Só Deus 🙏🏼
0,1,1,"Um animal desse não trás benefício nenhum pro ser humano, se tiver oportunidade come as criações de qualquer um, e não adianta virem me repreender que o homem invadiu o habitar dela,  pois o homem tem que criar e abitar na zona rural também,  a onça matou o senhor mais estão com pena é da onça, difícil de entender"
1,1,1,Os animais  não têm mas espaço  pra viver estão tomando toda área florestal
1,1,1,Esperou acontecer o pior pra pegar a onça
0,1,1,"Se essa fera for solta, ela fará outras vítimas novamente, assim como as que estão soltas, isto porque elas provaram carne e sangue humano. Os animais podem não ser inteligentes como o ser humano, porém são inteligentes como animais. Por isso, eu não subestimo a inteligência deles."
2,1,1,O homem invadiu o habitat das onças. Ali é a casa dela.
1,1,1,Essa história tá sinistra em
2,1,1,"Invadem e detonam o ambiente da onça, com desmate e queimadas."
1,1,1,"Quem pode afirmar que está e a onça, pois as da filmagens são mais robustas, as pastas são gigantes,  está onça que pegaram é para inglês ver, ..."
1,1,1,Triste que só buscaram capturar a onça quando matou o pobre senhor😢
1,1,1,Esse homem estava no lugar errado ela estava com fome tadinha
0,0,1,Se ja flagraram esse bicho rondando alguns dias porque nenguem fes nada as pessoas teriam que ter um cedativo ou mesmo uma arma pra matar ai nao pode matar bla bla bla  ou vc atira pra matar ou vira comida todos sabem que esses bichos atacam entao fica a dica sem mais meus mais profundo sentimentos aos familiares 😢
1,1,1,"A palavra tem poder, mesmo que seja de brincadeira"
1,2,1,"Meu Deus, coitado do caseiro que se foi de uma forma tão cruel, foi muito inocente quanto a grávida do perigo da onça. Nessa região não está tendo alimentação suficiente para estes felinos, pois eles estão rondondo as residências, que período,"
1,1,1,😮😮😮
2,1,1,"A onça não tem culpa de nada. O TERRITÓRIO É DELAS E DOS ANIMAIS ,  é floresta  invadida e eles caçam animais que são o alimento das onças.   Acho um absurdo o ser humano invadir as florestas 😡😡😡 ABSURDO CAÇAR E PRENDER A ONÇA. Que não matem ela. Tem que soltar em outro local bem longe em floresta densa.  DEIXEM OS ANIMAIS EM PAZ 😡😡😡"
0,1,1,Tinha que ter era matado essa onça com uma espingarda calibre 12
1,1,1,"Enquanto isso esse governo de bosta não deixa as pessoas andarem Armadas, nem mesmo em lugares como esse."
1,1,1,A onça é bruta nao da viagem perdida no ataque
0,1,1,Chumbo grosso nessas feras
2,0,1,É enpresionante como um animal tão lindo seja tão violento e calculista e fora à rapidez. Mais sei que não é certo alimentar esse animal em sua casa como esse caseiro fez muito triste à morte dele
1,1,1,Solta no congresso .
1,1,1,O que esse homem sofreu das dentadas é azunhada misericórdia desse senhor
2,1,1,Eles não tem culpa estão no habitat deles
1,2,1,Sinto muito por esse senhor 😢... Mais o ser humano esta invadindo o habitat desses animais e esses animais nao tem medo do ser humano...
0,1,1,"A onça  comeu o homem,  mais  se o homem  tivesse  comido a onça,  a Marina  Silva  e as ONGs ja tinham dado seu piti."
1,1,1,Ela foi atraída pelo cheiro de peixe
1,1,1,Que triste 😔😔
2,1,1,Ahhhh ta .   O povo destrói a natureza....construiu casa no quintal dos animais ....eles estao errados????
0,1,1,Abateram?
1,1,1,O homem não está respeitando o habitat dos animais.  Algo eles vão fazer pra se proteger
1,1,1,"O problema dessas instituições como ICMBio e outras ONGs é a mentira descarada que eles contam para segundo eles &quot;proteger a natureza&quot;, falar que 90% da fauna da Amazônia está em risco chega a ser piada, visto que 80% está preservada da época de Cabral e eles não conhecem quase nada da floresta."
1,1,1,"Muito triste!!🎉🎉🎉 o nosso canal SEM LIMITE, acompanha vários canais do Brasil, inclusive da Amazônia!."
1,1,1,"Está foto não sei se e  a fake pois a outra foto desse &quot; caseiro&quot; com a cabeça &quot; comida &quot; com as calças arriadas e a blusa o zíper todo aberto qual onça faria tal feito. Cuidado para não autorizarem os caçadores ilegais e legais a matar as onças , já basta os empreiteiros que compram áreas de preservação hambiental sem pagar &quot;o que deve&quot; ."
1,1,1,"Acho que não foi essa que atacou o moço , tá com a barriga muito funda , pra quem comeu um homem."
1,1,1,O erro foi dele por não andar armado.
1,1,1,Meu Deus!!! <br>Q tristeza.
0,1,1,Tinha que ter abatido
0,1,1,"Tem q mandar chumbo,"
0,1,1,Onde já viu isso preservação de assassina comprar um rifle gente mete bala ou muitas gente vai morrer de novo
1,1,1,eu estava procurando esse video faz tempo
1,1,1,Está onça esta magra fome
1,1,1,Será abatida certeza
1,1,1,A palavra tem poder.
1,0,1,Primeiro ninguém consegue confirmar se é a mesma onça que matou o caseiro e segunda tem que andar armado porque só para um bicho desse na bala
1,1,1,O homen fala no vídeo que são 3 onças 😮
1,1,1,Verdade....presente para o Lula....
1,2,1,Que dó desse senhor😢
0,1,1,Rsrs caso incontra procurar bombeiros rsrs capais que nem da tempo rsrs e anda armado e chega fogo sem do
1,1,1,"Solta no congresso, com Lula e canja ."
0,0,1,Na moral essa onça tava dando volta já bem antes no local. <br>Era indicação de problemas futuros. <br>O correto era se mudar do local ou matar a onça.<br>Legítima defesa antecipada.
0,1,1,Esses bichos selvagem tem todos que acabar
1,1,1,Nem vou comentar.  Mais um dia da caça  e o outro  do caçador
1,1,1,"Acho muito interessante que num sítio como esse...não tem um cachorro sequer....<br>Não que fosse brigar com a Onça, mas pelo menos eles daria o aviso...."
1,1,1,Para os ambientaloides é melhor morrer um homem do que uma onça
1,1,1,"Os caras jamais imaginava que a brincadeira ia se tornar realidade,  infelizmente subestimar um animal selvagem não e a melhor ideia, a família ficou sem um parente querido, quando avistar esse tipo de animal selvagem ja liguem logo pra polícia ambiental."
1,1,1,Se soltar essa onça no congresso ela morre logo pois ela não come bosta...
1,1,2,Excelente vídeo
1,0,1,"Possivelmente ele alimentava os animais quando é assim, e outra pegaram uma onça qualquer e acham que é a mesma e prenderam a onça...."
1,1,1,Palavras têm força…
1,1,1,Uma coisa aprendi quando morava no MT nas fazendas a 20 anos atrás <br>Não ande desarmado jamais
0,0,1,Ruim onça vai ter diarreia alguma coisa ele fez ela marcou ele esse bichos são super inteligentes
2,1,1,"O bicho é lindo meu Deus ,o mais  lindos que já vi."
0,1,1,Deveriam ter matado a essa ameaça mas o ser humano tem que se foder mesmo
1,1,1,Lengau
1,1,1,Ki bom que pegaro a onça  graças adeus.😊
0,1,1,"Meu irmão viveu no mato, mas sempre andou armado, sabia que ela era esperta no rastreio e ataque. Morreu de câncer e a onça ficou só na vontade mais de 20 anos rs"
1,1,1,E vão fazer o que com bichinho? Levar pra casa?
0,0,1,Por isso que é bom sempre andar bem armado. Seu Jorge tivesse armado talvez hora dessa ele tinha mandado essa onça pro inferno.
1,1,1,Quem trabalha nessa região tem que usar  aquelas uma  pistola  de  choque  para defesa pessoal contra ataques desses animll
1,1,1,Que perigoso!!!né
0,2,1,O que ficou bem claro que deram muito mais importância prá onça <br>Do prédio homem que <br>Morreu aí se vose o contrário o homem <br>Ter matado o bicho ele já estaria preso
1,1,1,"Pessoal tem que parar de romantizar com animais selvagens achando que faz amizade com eles, e principalmente os felinos, já ouve tanto acidentes com esses tipos de animais, e as pessoas continuam displicente, taí maís uma fatalidade com felino"
1,1,2,Parabéns pela reportagem 👏
1,1,1,Esperaram ela comer o homem pra eles vir ver o que iriam fazer muita sacanagem sendo que ele já tinha acionado as autoridades e ninguém deu a mínima
0,0,1,Não entendo pela idade desse senhor teria experiência era pra ele saber que ela estava rondando a casa observando ele.ela já estava cassando ele a dias.
1,1,1,As autoridades foram avisadas que tinha uma onça rondando o local mais ninguém fez nada esperaram morrer absurdo
2,1,1,"Tá, mas qual o sentido de tirar ela do habitat quando wuem deve sair é o ser humano <br>Eu acho que devia ter leis pra proibir ranchos, pontos de pesca em lugares com vida selvagem em alta.<br>Ela fez o que fez pq é um animal irracional e nós fazemos mal por sermos racionais 😢<br>O equilíbrio ja se perdeu"
0,1,1,"Eu moro na capital.. conheço a região onde aconteceu o fato tem muitas onças,cobras jacarés"
1,1,1,Solta ela num acampamento do MST
1,1,1,"Triste, mas ja podemos parar pra pensar que quanto mais a gente se aproveitar da natureza,mais ela vai cobrar."
0,2,1,tem que abater esse bicho. sentimentos à família
0,1,1,"Ela invadiu o abitat dele , não tem q havaliar nada , extermínio urgente"
2,1,1,Essa propaganda vai acabar com a onça brasileira!
1,1,1,"Tem q havaliar se ela não vai comer mais ninguém, e um absurdo"
0,1,1,uma munição boa resolve fácil!!!
0,1,1,"Com tantos javalis virando praga nas plantações  , por quê  essa onça  esta comendo humano😢"
0,1,1,Cara eu queria que rudo tivesse ficado bem com o senhor que morreu ele parecei ser tão gente boa
0,1,1,deve mata as outras vendo ela come vai come também
0,1,1,"Cruz credo , por mim não fica ima viva"
1,1,1,NÃO SOLTE NO CONGRESSO O ANIMAL VAI FICAR EM ESTINSAO COMENDO PESTE😊
1,1,0,Faz mal ver isto fiz vomito
1,1,1,Misericórdia meu Deus
0,1,1,Ainda é proibido matar um animal desse dependência de mim não ficava uma no mundo riqueza acreditar que critique
0,1,1,Tem que mata a onça
2,1,1,"As guerras matam mais do que ONÇA,  a. Covid matou mais do que Onça, os bandidos no Rio de Janeiro matam dez vezes mais do que Onça.<br>Por que tanto alarde????<br>Por que tanto medo?????<br>A FERA HUMANA É MAIS PERIGOSA do que Onça.<br>Párem de demonizar o animal.<br>Ela estava no habitat dela.<br>Deixem as Onças em paz!!!!!"
0,0,1,"Residir em um lugar  desses. Já viu as pegadas da onça, ACORDA NÉ. Vai virar comida de onça."
1,1,1,A onça tem mas prioridade q um ser humano é protegida quem perde a vida é o ser humano
2,1,1,Lá e habitat deles
1,1,1,Muito rancho na ribeirinha o ser humano  tem que ficar longe
1,1,1,Meu Deus misericórdia
1,1,1,Xandão vai mandar a onça se apresentar em cinco dias 😂
0,1,1,Sim eles são  irracional mas os seres humanos não são presas  de onça ela deveria ser abatida porque nos outros pais animais que mata os seres humanos  é abatida porque que aqui no Brasil é diferente
1,2,2,Meus parabéns pela equipe de reportagem.....muito verdadeiro....meus sentimentos aos familiares de seu Jorge
1,1,1,Salta Todas as onças no STF 🇧🇷
1,1,1,"Dps da tragédia casam o bicho,  pq não fizeram antes se já tinham relatos de 3 nos locais? Órgãos irresponsaveis"
1,1,1,"Vdd né, por que os policiais não treina onça, é tipo"
0,1,1,Oxe e só  mata ue
1,1,1,"O bicho passa fome na floresta,o seres humanos acabam com a natureza,"
0,1,1,"Elas deram sinal que iriam e irão comer todos,logo as que estavam no vídeo irão voltar..."
0,1,1,"Eu pensando aqui um humano é condenado a 30 anos se mantar um ser humano,e um bixo é bem tratado caso mate um ser humano..."
0,1,1,Engraçado comeu uma pessoa .e ainda vai tratar como uma sofredora .porque essa onça não pega um das família dele
1,1,1,Agiram corretamente.
1,1,1,Deus
1,1,1,URGENTE!!! CRISTO VEM... PREPARA-TE!!!!🙌🙏✝️🛐♥️
1,0,1,"Triste demais,  cara teve aviso e mesmo assim permaneceu no lugar😢"
1,1,1,Só dormia na aula de biologia ahahahah
1,1,1,Onsa come todo dia gente
1,1,1,Pela quantidade de sangue moreu na ora
1,1,1,Pior q N pode nem ser presa pq e só uma onça q N raciocina
1,1,1,Não come não e quase como gatinhu
1,1,1,Eu acho que nn irá afectar nd de levar so uma onça
0,1,1,Se tivesse matado logo teria evitado antes ela do q eu
0,1,1,Até chamar o eles a onça já devorou o cara tem é que meter bala
0,1,1,"Lembrei do filme, A sombra e a escuridão... surreal.."
1,1,1,"Será que é a mesma onça? Não tem como saber, só se abrir o estômago da onça, mas ela comeu o cara como que a onça estaria magra¿"
1,1,1,Depois que ela matou o homem que foi capturada? porque não fizeram isso quando ela foi avistada antes da tragédia
1,1,1,Se lascou jorgiiiiiiiii😂
1,1,1,Tem soltar 11 onças no congresso
2,1,1,Nesses dias Infelizmente não vai ter mais animais nenhum no nosso país por quê o habitat dos animais por isso que os animais estão atacando o ser humano está invadindo a área dos animais a onça não tem culpa
1,1,1,Não entendo porque capturar a onça.
1,1,1,"Onça e muito bonita, mais é muito perigosa."
1,2,1,Minhas condolência a família
0,1,1,"Meu avô era caçador nos anos 70 e sempre falou pra gente que onça pintada e preta atacam humanos, são perigosas, a vermelha não é perigosa"
1,1,1,"Sao irracionais, agem por extinto, porem, toda via, entre tanto se eu morasse num lugar desse, ate pra kagar eu ia armado, e n pensava 2 vezes em matar era do passar na minha vista"
1,1,1,Meu Jesus
1,1,1,"Rapaz essa onça que capturaram tá muito pequena, não parece ser a que devorou seu Jorge não"
0,1,1,"Essa onça deve ser morta,com certeza ela agora vai querer atacar mais pessoas, porque esperimentou da carne."
2,1,1,Importante que as pessoas saibam conviver com os animais. Nunca matem os animais. O ser humano é sempre o responsável e nunca o animal. O ser humano é capaz de construir instalações para se proteger e os animais buscam sobreviver em um mundo cada vez mais escasso de comida.
1,0,1,O Sr Jorge facilitou muito
2,1,1,Não entendi o porque tirar o animal do lugar onde ele cresceu.<br>O ser humano que estava no lugar da onça.
1,1,1,"O pessoal levou apenas para verificar se foi ela mesmo que devorou o caseiro, além de tratá-la contra a desidratação (está com sérios problemas renais). Em breve, a onça será devolvida à natureza."
1,1,1,A onça entrou dent4o
1,1,1,Não tem outra palavra ninguém pode morar na casa dos animais selvagem
2,1,1,"Acho é pouco, sempre torço pra os animais"
1,1,0,"@1968Mineirinha  kkkk, vc não viu que o vídeo é fake news kkkk"
2,1,1,Onça não ataca seres humanos
1,1,1,"@@roniramos1411 não estou comentando pelo vídeo. Li matérias de fontes confiáveis. É evidente que o homem não faz parte da cadeia alimentar da onça; ela até tem medo do homem. Ocorre que, o caseiro deve ter sido pego de surpresa, virou de costas e correu, daí a onça tratou como se fosse uma presa."
1,0,1,"O Jorge facilitou  ficou muito expostos, faciltou o ataque infelizmente"
0,0,1,"A minha opinião é controversa, eu acho que ela veio buscar especificamente ele. Nunca ninguém vai saber o que esse homem fez para que isso acontecesse"
1,1,2,"Primeiramente não é amigo é cunhado, mas o video esta muito bom."
0,1,1,cadê o Ibama uma ora dessas primeiro o cara e morto depois ambiental pega a onça se tá de brincadeira já virou piada
1,1,1,Nossas palavras tem poder. Cuidado com o que vc fala.
1,1,0,Homem fala o que aconteceu
0,1,1,Chamar o bombeiros pra  que.  Se vão demorar uns dois dias  pra  chegar.  Aí a onça já  começou  a pessoa.  Kkkkkk
1,0,1,"Olha o tamanho desse bicho, tem que ter muita coragem  em morar em um lugar desse, ainda mais sair pra fora da casa  à  noite, estando sozinho na casa e o pior,  já sabia  qie onça  rodeava lá. Tem coisa que não dá pra entender. 😳"
1,1,1,94 kilos tá magro? Quanto ele tinha q pesar???
1,0,1,Um amigo do homem falou a verdade a Onça que domesticou o pobre homem pra morrer foi cuidando domesticando ate matar
1,1,1,"Tomara que esse machinho seja o que atacou,meu receio,e dele levar a culpa no lugar das femeas"
1,1,1,Enorme
1,1,1,Estão com fome
0,1,1,"Por isso tinha q matar... Mas, se fizer isso, vc é preso.  Como n pode, ela o matou."
1,1,1,CRAS?
2,1,1,"Oque está acontecendo  é  que os homens estão cada vez mais invadindo o território  desses animais ,seu habitante natural ,onde eles tem seu alimento próprio, e essa invasão, está acabando com a fauna e a Flora, eles estão cada vez mais sem alimento e tendo que ir em busca para sobrevir,esse senhor a má  sorte de trabalhar nesse local,tão próximo da natureza selvagem,é sem proteção  ao redor,ele com certeza não foi o primeiro,e se continuarem assim,haverá mais pessoas tendo esse triste fim."
0,1,1,"É ser humano vão virar comida de Bixo, tem que ter uma arma para salvar sua vida, até de animais é o fim deste mundo maligno..."
1,1,1,Quem mora nestas regioes precisa ter uma boa tela proteção energizada
0,1,1,Tinha sacrificar.
1,0,1,ele confiou de mas
1,1,1,"Caso encontre uma onça, procurar o bombeiro no final da reportagem..o problema é ficar vivo pra dps procurar"
1,0,1,Vacilou demais o Jorge deus oportunidade para o acontecido 🤦🏿‍♂️
1,1,1,"E se fosse o Jorge que tivesse matado a onça, o que teria acontecido com ele? Estaria preso essa hora"
1,1,1,Eu não faço questão de ir num lugar desse.
1,0,1,Seu Jorge foi imprudente e os donos do rancho irresponsáveis 😢
1,1,1,As pessoas que cria leis de preservação ..mora proximo da mata ?    fica a pergunta rs
2,2,1,"Que animal lindo. Sinto tanto pelo senhorzinho, que esteja descansando em paz."
1,1,1,😮😮😮😮😮😮😮
1,0,1,Esse homem alimentava a onça e quando ele parou de alimentar ela comeu ele
1,1,1,Eles fazem isso para que a onça não ataque pessoas ...<br>Aí eles levam para que as onças seja caçadoras porém de animais e não de pessoas ..<br>Para não viciar a onça em carne humana ..<br>Espero ter ajudado 😅
1,2,1,Muito perigoso esse lugar onde esse senhor morava coitado parecia uma pessoa boa nao merecia ter morrido nessa situacao deveria ter proteigido ou uma arma de municao para se proteger
1,1,1,Será que só tinha está onça ali?? Agora resta saber se vai soltar está onça perto de outro vilarejo... Pq o que mais acontece é isso... Levam.. fazem exames... E depois soltam perto de locais habitados ..
1,1,2,Exelente reportagem !<br>Parabéns !
1,1,1,"Meu esquisito, o cara fl e acontece.. vidente"
1,1,1,"Como a onça conseguiu pular com o corpo pelo corredor de grade, penso q seja impossivel"
1,1,1,Eram pra terem capturado a onça antes de come o homem ainda foi gravado so depois que ele matou que foram.
1,1,1,Caraca o animal tava com fome
0,1,1,"Esses monstros para nada servem, tem que eliminar esse perigo!"
1,1,0,Falou falou e não disse nada só coisas q já sabíamos
0,1,1,Dito isso vão matar a onça também
0,1,1,"Mermao, onça quando tá rondando a gente mata sem choro nem vela, todos que moram na roça sabe disso"
0,1,1,se eu encontrasse matava não dava bobeira
0,1,1,Tem gente que mata eu matava antes ela do que eu.
1,1,1,E O Ibama porque não retirou a onça ja que não podes matar?
2,1,1,"O povo está invadindo o território  dos animais, poriso está acontecendo de os animais  atacarem, e ainda por cima prenderam a onça, e retiraram ela do habitate dele,isso é o Brasil kkkk"
1,1,1,Que Jeová Deus console o coração da família! Muito triste isso!
0,1,1,Ela onça amansou a presa
0,1,1,"Animal lindo, fabuloso, realmente a IGNORÂNCIA sobre o fato da onça ser um animal carnívoro e selvagem do topo da cadeia alimentar tornou esse senhor uma presa fácil em potencial. Animal com fome vai atrás de comida, simples. Esse acontecimento é pior que qualquer filme de terror."
1,1,1,A família do Jorge sabia do perigo e deixou o coitado lá trabalhando sozinho....será que são amigos da onça??
