onca,caseiro,notícia,comment_text
1,1,1,E eu que acho que não foi a onça que matou o caseiro
1,1,0,Isso é uma simulação mais tem o vídeo da onça atacando o caseiro mais não mostra
2,1,1,Ainda bem que foi a polícia ambiental. Assim não matam ela... Lindo macho... Infelizmente foi uma fatalidade. Ela agiu por instinto e agora será solta em algum lugar melhor pra se viver. Já que todo canto o humano vem deixando eles mais sem lugares.
1,1,1,Ou então simplesmente não sair por aí durante a madrugada sem enxergar nada. <br>O cara quis sair lá fora sabendo já que dias antes já havia pegadas da onça. Virou janta fácil!
1,1,0,Não foi assim porque até porque quando ele foi atacado ele tava em cima de uma ponte
0,1,1,"Pesquisem; muitas onças devoram gente, confirmados por indios e capestres. Vc pode ser o proximo."
0,1,1,Onça bicho atentado ..Deus me livre ..me gyarda me defenda de todo mal .
2,1,1,"Então invadindo o habitat delas, aí está o resultado."
1,1,1,"​@@felipedepaulaxuma onça velha debilitada aínda é uma onça meu caro, mesmo debilitada ela têm mais força que um homem de 60 anos ela tem força garras e dentes."
2,1,2,"É uma lástima... A onça é o único felino de grande porte (entre tigre, leão, leopardo e etc) que não nos vê como alimento.<br>Foram situações que se juntaram e que permitiram que este desastre acontecesse. Fica o alerta para todos nós, evite interagir e/ou alimentar animais selvagens.<br>Muito triste. Minhas condolências aos familiares e amigos do seu Jorge."
0,2,1,"Mas  pelo menos  a Onça que  matou o  Jorge deveria ser  sacrificada  Sim ,  em respeito aos Familiares  , já que ela a Onça  pegou gosto  pela Carne humana ,  nâo tem mais volta ,  poderia fazer  outras Vitimas"
0,0,1,"Residir em um lugar  desses. Já viu as pegadas da onça, ACORDA NÉ. Vai virar comida de onça."
1,1,1,sim o Jorge force alguém da família do fazendeiro tinha todos cuidado
1,1,1,"Sim, mesmo porque somos racionais né? A nós Deus deu o dom do medo que é esse dom que previne nossas vidas!!!"
1,1,1,"<a href=""https://www.youtube.com/watch?v=5n-PTnr7pXE"">https://youtu.be/5n-PTnr7pXE?si=-SsW8pyN-G2QM_rg</a>"
1,1,1,Ta errado disseram que ela veio por cima das barras pegando pela cabeça matando o  imediatamente
1,1,1,"Avisado foi,"
1,1,1,Onça   Pelo  Jeito ;  perigo  imagina. Os gatos  Caseiro   já tem. Muita. Esperteza
1,1,0,"Isso que aconteceu com o sr: não é caso de ficarem fazendo piada não , deveriam respeitar o momento triste , agora  toda hora tem uns comédia inventado vídeo , fazendo simulações do ocorrido , para ganhar seguidores, tirar proveito da situação que ocorreu como caseiro ! Vamos respeitar!"
1,1,1,&quot;Fome extrema&quot;! Cadê os javalis e as capivaras que tanto prejudicam que não estão aí servindo de alimento? Esse povo que se chama polícia ambiental não estudou isso antes? Agora que eles vão estudar é? O que fazem todos os dias no seu trabalho? Isso ninguém pergunta!
1,1,1,"Uma vez eu fui pescar aqui em São Paulo e apareceu duas onças pintada como essa aí do video e elas me atacou, aí eu dei umas varadas nelas com minha vara de pesca e as duas fugiram"
0,1,1,A Onça vai virar tapetinho quando?
1,2,1,Mesmo seres humanos podem comer outros em situações de fome e sobrevivência extrema como ocorreu com os passageiros do avião 571 que caiu na Cordilheira dos Andes entre outros casos.
1,1,1,Qdo o homem vai deixar os bichos das matas das florestas dos rios dos mares das montanhas de casa sem matar??
1,1,0,O homem mentiroso!
0,1,1,"Vai gostar de carne humana,adeus agora vai caçar apenas humanos"
1,1,0,"Tem nada a ver, isso ela atacou pela frente,  o seu José pelo corredor da plataforma e ela deu seu golpe fatal no crânio do seu José, meus sentimentos aos familiares eu sei o que e uma onça tenho muitas experiências meu pai salvou muito bezerro de onça"
1,1,1,Tá certo ué
1,1,1,A culpa de tudo isso é do próprio ser humano o homem está invadindo Território que não pertence a eles
1,1,1,😮😢
1,1,0,Entendi nada
1,1,1,Um caseiro tem que está armado. Caramba 😧.
0,2,1,Infelizmente vai acontecer muitas outras vezes até as sucuris E terá muitos defendendo essas feras e culpando as vítimas 😢
1,1,1,Coisa do outro mundo 😂
1,1,1,"O desespero dele, isso sim."
1,1,1,"Mas não tem a filmagem da câmera de segurança, é olhar na filmagem da câmera."
1,1,1,Meu Deus do céu
1,1,2,Reportagem excelente!!  Meus sentimentos aos familiares!!
0,1,1,Vc tem que tirar mas resto da onça que ficaram lá meu Deus
1,1,1,"Bem na verdade é muita choradeira, pessoas matam outras pessoas e fazem coisa pior todo dia e ninguém da tanta importância assim"
1,1,0,🤣 🤣 🤣 🤣 🤣 ESSE CARA QUE FEZ ESSE VIDEO PRECISA EXPERIMENTAR A REALIDADE PARA PODER MONTAR O VÍDEO
2,0,1,"Eu fico  mais sentido com as caça as bruxas com as onças  esse senhor sabia do perigo por causa dele vão  matar várias onças,  diga se de passa um animal em extinção 😢😢😢😢😢😢😢"
1,1,1,"Tem muito biólogo dizendo que onça NÃO ATACA seres humanos, o problema é não ter esse bom senso de dizer NÃO COSTUMA, quando quem pesquisa descobre que já houveram diversos ataques e inclusive predação."
1,1,1,Ja vi videos em que cachorros começaram a latir desesperadamente a ponto de intimar e a onça desistir de atacar.
1,1,1,"Infelizmente se não tiver uma arma para se defender é impossível sobreviver ao ataque, já estive no mato grosso e ouvi várias histórias de ataques de onça."
1,1,1,"Nada ver, esses índios tudo mentiroso, aquele do bolsa Funai é o mais mentiroso da internet 😂😂"
0,1,1,mata isso não serve  para nada
1,2,1,Carcaça?????eu Deus 😢 ele era um ser humano
1,1,1,Pelo que o pessoal brinca com a natureza. Gica dando mole na beura de rios dormindo em barracas e muito pouco o número de incidentes.    Não e o caso desse senhor. Ele era morador. Acho wue foi fatalidade.
1,1,1,​@@Senhormeupastornadafaltará-q4k e precisa tá no mato pra saber?
1,1,1,"Pq isso aconteceu kkkkk a fome irmao a fome presa é presa, comida é comida alimento é alimento"
0,1,1,Se o bicho mata até vaca imagina uma pessoa
1,1,1,A polícia tem de investigar. A vítima não era boba. Tá muito esquisito...
0,1,1,"Na roça do meu pai, ja matamos 4 onça  em apenas 1 ano, temos criança e criança de animais,  toda onça que ser aproxima nos mata, fds quem acha ruim"
1,1,1,Deus não deixou o medo sem finalidade. A finalidade do medo é justamente para prevenir nossas vidas
1,1,2,Bom vídeo
1,1,1,Não confundir quem é assim é o Vilela.
1,1,1,Os animais tem instintos só o Senhor Jesus Cristo que te o controle deles e de TD a criação
1,0,1,Tadinho do Jorge:(
0,1,1,Se fosse um dos meus parentes essa onça estaria  morta há muito tempo
1,1,1,"E eu ja imaginava que e capaz dos animais sairem das florestas pra cacar nos humanos ,ja que os tempos estao dificieis...na russia ,sao tigres e ursos ,africa, leoes crocodilos ,cobra gigante ,brasil oncas e cobras gigantes ,tubaroes no mar ,jacares grandes .."
1,0,1,"Se ele tiver preparado, estaria armado, mas ele não estava😢"
1,1,1,O ser humano cava a própria sepultura 😢
1,1,1,"Acabe com a água doce e aguas parados, aí n terá nenhum lugar para eles colocarem filhotes"
1,1,1,Não acredito nisso
1,1,1,Você vai ficar bilionário ainda essa semana.
1,1,1,E nós somos do espaço
1,1,1,"Rapá, vou pedir emprego nessa posada,<br>No lugá ki tem bicho assim; eu  nao caço nem lambu!"
1,1,1,"@@cachorroloko7170 não eh &quot;mente&quot;, e sim instinto"
0,1,1,Errado o que ninguem fala é que já está havendo um crescimento exagerado desses animais.  portanto mais problemas virão.
1,1,1,Rapaz isso é muito triste
0,1,1,"Teria que sacrificar essa praga <a href=""http://imediatamente.na/"">imediatamente.na</a>"
0,1,1,"dá muita indignação ver is palpiteiros que aparece por aqui, por que essas pessoas que tá defendendo a onça, não vai lá daqui umas duas semanas esperar por ela no mesmo lugar?🤔"
1,1,1,Biologo Henrique não tem como supostamente ter tido uma briga ou algo possa ter acontecido que partiu o corpo no meio e essa onça tava só com a metade do corpo e a outra metade n foi consumida mas sim só n foi achada (claro a esse tempo ja se foi) mas no momento ali poderia ter acontecido isso🤷🏻‍♂️ diz algo sobre pfvr queria ouvir de vc sobre essa chance
1,1,0,"Que bostaa, nada a ver kkkkkkkkkk"
1,1,1,Levou paulada hein!!!!
1,1,1,"Gato inclusive, aconteceu recentemente. Uma velha cheia de gatos morreu e os gatos comeram os restos"
1,1,1,Exato! Isso q esse povinho tem que ter na cabeça oca deles
0,2,1,"o seu jorje foi vitima e  estão endeusando a onça,chega dar nojo dos lambedores dessa onça, tem que preservar a natureza mas sem desvalorizar a vida da vítima"
1,1,1,Misericórdia meu Deus
0,1,1,"&quot;Essa história de que onça não é predador de humanos, é conversa de biólogo de Zoo, quero vê na floresta aberta do jeito que vivemos.&quot; Disse o indígena, e eu concordo plenamente."
1,1,1,Meu Deus 😢😢😢😢😢
1,1,1,Sempre falaram antes do ataque Juninho você como um besta entrou no fato da Onça com mentiras
0,1,1,E certo que tinha que mata a onça.
0,1,1,"se até um cachorro pega uma pessoa fácil, imagine uma onça velha mas experiente"
1,1,1,"Onça e muito bonita, mais é muito perigosa."
1,1,0,Tu mente  mas g Lula  ladrão
1,1,1,Só uma pergunta  pq o Jorge  não  mergulhou dentro do Rio  e depois de dava um jeito de ir pra outra  margem e depois  daria um jeito de voltar pra casa
1,1,1,Os animais nao rem mas habitat natural infelizmente foi o ser humano que o destruiu e agora esta pagando o preco .
1,1,1,ela pensou que éle estava invadindo o território dela
1,1,2,Seu trabalho é sério. Parabéns!
2,2,1,"Também  fiquei  com pena da onça.  Pois a que matou  o Jorge  já está morta,  essa que capturam é  outra.  A onça só foi atrás  da caça,  ele deveria ter ficado mais atento,  pois  avisado ele foi. 😢"
1,1,2,Parabéns pela reportagem!
1,1,1,Ela foi sacrificada???
1,1,1,"Sempre falei, biologo não sabe de nada."
1,1,1,Você quer ver problema na sua vida mate uma onça dessa. Nois não temos importância
2,1,1,Concordo também o animal não tem culpa
0,1,1,Tiro de advertência isso e brincadeira né ai deram tiro para cima ai fizeram crime tiro alheio ai pagarão a onça vam arrumar um advogado para ela também para audiência de custódia minha gente se foi um vida humana ai um animal miserável desse destruído vida humana te mais valor quem defende e porque não foi um parente deles um filho um pai um mãe e ai
2,2,1,"Sinto muito pelo senhor Jorge, coitado!<br>Todos os dias os seres humanos matam animais de forma cruel, as vezes pra comer ou por pura maldade. <br>A onça estava no habitat dela, não raciocina e estava com fome"
0,0,1,Ele morreu porque deu mole .si fosse comigo eu estava armado até os dentes  e ela estava alimentando os urubus
1,1,1,Eu cheguei até o final
2,1,1,"Tomara que não aconteça nada com a onça, pois os animais agem por instintos e na realidade foi ele que não respeitou o local do animal."
1,1,0,"Totalmente por fora, ele pegou em cima da ponte"
1,0,1,"Bem capaz que eu sabendo que uma onça está rondando minha casa, eu já não teria matado."
0,1,1,"Oq surpreende é a onca n ter atacado antes, n se pode confiar em animal selvagem"
2,1,1,"A onça era alimentada com frequência pelos barqueiros da região, que levavam turistas ao local, cobrando por isso. Isso está claro, quando diz que o animal não se intimida com a presença de pessoas. Infelizmente o ribeirinho foi a vítima (já anunciada pelo amigo) de uma atividade considerada ILEGAL e inconsequente. Que a polícia investigue o caso e prendam os barqueiros responsáveis."
1,1,1,Você é um dos melhores biólogos que eu vi na minha vida. Deus te abençoe cada vez mais biólogo Henrique
1,1,0,Segundo o que o sobrinho dele falou que viu nas gravações não foi assim não.
0,1,1,"Tinham que te  matado ela sim , e um bicho do mato muito perigoso todos nos sabemos disso  mas pelo oque estou vendo a vida desse monstro vale mais doque a <br>vida desse Senhor 🥹😡"
1,1,1,Se soltar essa onça no congresso ela morre logo pois ela não come bosta...
1,1,1,😂 a onça levando o cara😂😂 nao e pra da risada mais tu e doido 😢
1,1,1,Credo que pavor e tristezas
1,1,2,Era pra ter feito a ilustração de acordo com o audio do sobrinho de Jorginho. Do início ao ataque tentando correr. do pulo na ponte do crânio esmagado. sendo arrastado pra mata...
1,1,1,"Vc não sabe interpretar um frase e quer desqualificar um biologo com mestrado cara. Não somos presas naturais das onças, mas isso não significa que um ataque não possa acontecer, é difícil entender isso? Até uma criança de 5 anos entende essa diferença."
1,1,0,Que merda de vídeo kkkkkkk
1,1,1,mais informações
0,1,1,"Acho que a bichona já estava de olho nele, porque fez até visita em seu terreiro tempo antes só pode."
1,1,2,Inteligência artificial  e incrível.   Qualquer um pode fazer um filme.
1,2,0,"O vídeo distorceu coisas. Não foi ataque noturno. Busquem o relato do cunhado do Jorge que viu o vídeo do ataque. Encontraram o Jorge parcialmente devorado. Mandou mal no seu vídeo. Se informe melhor antes de fazer alguma coisa. Para os que querem ver o vídeo, esqueçam.... sejam mais humanos e tenham respeito pela família. Nem o vídeo do Timothy Treadwell foi liberado por respeito a família."
1,1,1,Pq ela confessou 😂
2,1,1,Sacanagem é a polícia ambiental e o Ibama prender a onça em cativeiro 😂  o animal não tem direito de ser livre... O culpado é o próprio ser humano que toma de conta da área dos animais e desmata tudo
1,1,1,"Este negócio de férias no Pantanal, Safári na Africa , estes programas de índio ... EU TÔ FORA.  Gosto de ver os animais  na TV. 😂 Ou seja. bem longe de mim. 🤭🤭🤭 Nem cachorro eu quero dentro da minha casa. ANIMAL DEVE VIVER COM ANIMAL ; ) Eu nao gostária que os cachorros me fizessem de humano  de estimao deles. 🤢🤢🤢"
1,1,1,Eu moro onde tem muito felino
1,0,1,"Gente que perigo, eles já tinham visto as pegadas ,eles já tinham q ficar em alerta"
2,1,1,"Na verdade é o ser humano que está destruindo o hábitate desses animais,  e ninguém faz nada."
0,1,1,@@MidianAlborghetti sei  E como eu sei já matei foi 2 na minha fazenda
1,1,1,Onsa come todo dia gente
1,1,1,"Uma pessoa andando na estrada encontra com um animal desse daí o conselho de vcs é procurar as polícias para dar suporte!!!! <br>Será que dá tempo?? <br>Tem que andar é preparado, para não ser comido como o Jorge"
1,1,1,Eu quero saber a verdade sobre o caso do Jorge da onça
0,0,1,"Exato, as pessoas subestimam demais os predadores. Outro dia, li que uma jovem pesquisadora europeia que fazia um voluntariado num parque africano decidiu, por causa do calor, ir dormir numa casa em construção que faltava apenas o teto e não deu outra: à noite, um leopardo entrou sorrateiro e a jovem foi obviamente devorada. Um erro primário."
1,1,1,Tu acha que o cara que foi morto vai ficar levando a câmera? O cara que morreu tava sozinho.
1,1,1,Compensa não kkk
1,1,1,VOCÊ QUER VER O QUÊ?<br>A ONÇA EXPREMENDO A CABEÇA DO HOMEM?
0,1,0,"Cara eu conheço a Amazônia,  você fala que onça lá tá em extinção você não conhece nada. Kkkkkkk.  Lá você tropeça em onça. Kkkkkkk"
1,1,1,O pior é o homem que se matam e matam todos os dias seres humanos de todas as formas e tipos
1,1,1,&quot;Biólogos&quot; Daldeia tem razáo...caçadores de lagartixas😂😂
1,1,1,"Se tivesse um 357 magnum,  a pronto uso, teria como se defender,  más o governo do amor protege os bandidos e desprotege os cidadãos"
2,1,1,Linda
1,1,1,"Jesus filho do Deus vivo e soberano, o Salvador do mundo!"
1,1,0,"Não gostei! NA capa do seu vídeo você está rindo, no mínimo deveria ter feito uma cara séria pelo menos para mostrar um pouco de consideração, cara! Tá aí explorando esse tema igual um abutre a troco de like e de visualizações! Lamentável!"
1,1,1,"A polícia ambiental tem culpa, pois sabia dos rastros da onça, por meio de vídeo e nada fez para capturar o felino. Polícia Ambiental e nada são a mesma coisa."
1,1,1,Que aflição
1,1,0,Ótima simulação.. Já que foi feita por um menino de 7 anos...
2,2,1,"As pessoas tem que entender  que eles envadem o território  dos animais, tem q respeitar ...pohha isso  é  uma agressão  contra a natureza ... eu lamento  muito  pela  seu Jorge  tadinho ele só  foi uma vítima desses fazendeiros  que desmatam a florestas  para  fazer fazenda. E ainda querem ter ração,  mesmo agredindo a  a natureza."
0,1,1,"Sou fã do biólogo, mas tenta botar na minha cabeça que onça não ataca umano !cabe não"
1,1,1,Pelo que dizem essa região do touro morto é bem preservada.
2,2,1,"Está certo  tem que pegar  viva e faze pesquisa  e tem que colocar  no rincito até sua morte  mais <a href=""http://antes.de/"">antes.de</a> morre por na tural tem que está observando  ela o instinto dela há seres humanos e descrubi   o que foi mesmo  para ela ataca senhor  Jorge  que.deus colocar  em bom lugar  que Deus da conforto  na vida deles"
1,2,1,Também fiquei com dó dele 😢 imagina sozinho e já idoso sendo atacado por um bixo desses
1,1,1,Nossa que tragédia  misericórdia
1,1,1,Biológo Henrique vc olhou q o Índio falou que vc acha?
1,0,1,"O seu João duvidou ,brincou demais ,se foi por confiar em perigo"
1,1,1,Garanto du pulo quebrou pescoço
1,1,1,Aquela do cunhado dele ter falando:a onça vai te comer Jorge.
1,1,1,Muito triste essa história.
1,0,1,"Muita coragem dele ,sabe que uma onça andava ali ,e nao se preocupou que loucura,"
1,1,1,❤❤❤io de nada
1,1,0,Essa simulação ficou ótima… nota Dó!
1,1,2,"Richard, nota dez,excelente profissional, o melhor quê apareceu até agora!"
1,1,1,O homem não está respeitando o habitat dos animais.  Algo eles vão fazer pra se proteger
0,1,1,Um cachorro atacando a gente já é uma sensação ruim imagina uma onça....
2,2,1,"Que animal lindo. Sinto tanto pelo senhorzinho, que esteja descansando em paz."
1,1,1,O cachorro luta com mandíbula a onça  luta com mandíbula e as unhas.
0,1,1,"Se não estiver armado, é praticamente impossível fugir de uma onça. Vi o vídeo de uma onça que pulou no rio, mergulhou e abateu um jacaré - onde teoricamente é o habitat dele -, subiu o barranco com o jacaré na boca e, possivelmente, deve ter subido em alguma árvore. Esse bicho é  muuuuito forte."
1,1,1,Muitas coisas tem q ser esclarecido por parte da fazenda exemplo como a fazenda permitir um funcionário ficar em um local com tantas onças perigosa e esse cidadão ficar sem qualquer proteção de defesa como cão de guarda ou armas pra se defender?sem falar q ele morava só sem sombras de dúvidas a fazenda será responsabilizada por todas essas falhas
1,1,1,Eu fiquei vendo o vídeo que eu quero ver aprender que quantas verdades coisa que é verdade tá escondido
1,2,1,Meu Deus que tristeza força aos familiares de Jorge 😢
1,1,1,Pode ser que alguem matou o homem e jogou pras oncas comer pra camufrar certas lesoes que pudesse ser reconhecido no corpo pode ter sido morto por um ser humano muito estranho tudo
1,2,1,"Meus sentimentos à família da vítima.<br>Agora, não poderei deixar de dar minha opinião sobre o caso.<br>Estão esquecendo quê foi uma vida interrompida,  e pelo quê vi, a vítima foi retirada do seu próprio quintal de casa, e vejo pessoas defendendo o animal,  me desculpe,  más alem de ter feito uma vítima,  essa vítima, deixou familiares,  então respeite os familiares,  é triste ver quê dão mais valor em um animal selvagem, quê em uma vida humana."
1,1,1,"Mora em região com Onça? Compre 2 ou 3 filas Brasileiros. Esses cachorros atacam em conjunto, vigias, percebem as onças a distância, e atacando em conjunto, afugentam as onças. São cachorros onceiros, capazes de defender um rebanho inteiro de bois e ataques de onça."
1,1,1,"Esse biólogo Henrique é um chiliqueiro de internet. Arrogante ao extremo que vive menosprezando outros que também frazem o mesmo que ele na internet, que nada mais é que reagir aos vídeos de outros. Arrota o tempo todo seu diploma para justificar sua arrogância. Recordo-me da bela resposta que o Bruno do canal INDOMÁVEIS que deu uma bela de uma resposta a esse Henrique. Quanto ao Rasmussen é um cara bacana, comedido e respeitador."
2,1,1,OS HUMANOS TEM Q DEIXAR É OS ANIMAIS EM PAZ! PARAR DE INVADIR O HABITATE D3LES PQ DEUS CRIOU O MUNDO PRA TODOS E TODOS TEM O DIREITO A VIDA . OS HUMANOS ACHAM Q SÓ  ELES TEM O DIREITO DE VIVER NESSE MUNDO .
1,1,1,ABRAÇÃO AOS GRANDES BIÓLOGOS ILSON CARLOS BIÓLOGO SDE SANTA CATARINA 9 REGIONAL CRbio 133330
1,2,1,Cruzes!  Só  Deus na causa! Que fim triste do Senhor Jorge!
1,1,1,O desmatamento é  uma das causas mais cabíveis do desiquilíbrio da vida animal.
1,1,1,​@@Welbiogrita bastante ai cachorra...
1,1,1,"Essa história nesse vídeo está totalmente distorcida, como pode deixarem um canal desse no ar com toda essa mentira? Esse acontecimento foi pela manhã  foi em uma pousada ou seja um pesqueiro."
1,1,1,Triste 😔😔😔😔😔
2,0,1,É muito triste a história mas não machuca ela porque ela é um animal Ela não sabe o que está fazendo a dor é muito grande pela família Mas eu também pedi um irmão matado com uma pessoa humana e essa pessoa teve que pegar muitos anos de cadeia ela não ela é uma um bicho se veste se for melhor mas ele está com Deus e a família Deus vai dar consolo dó maior é quando um ser humano mata um outro tá doendo demais oro por ele oro pela família e meu coração dói muito de saber mas ela é uma criação
1,1,1,Todo cuidado é pouco!
1,1,1,"Se os documentários for real, grandes felinos quebra o pescoço antes de comer a presa"
1,1,1,Eu chegar até o final
1,1,1,"⁠@@mandrake9886 A comparação de uma espécie inteira com uma só pessoa é desproporcional.<br>E não seja hipócrita, você morreria por algum animal?"
1,0,1,Se o Jorge tivesse armado a história seria diferente nem a pau que eu ia ficar num lugar desse sem uma arma ainda mais sabendo que tinha onça
1,1,1,Um caseiro não tem uma arma pra se defender ?
1,1,0,Pota merda quanta mentira. Canal miserável mistura agro mentira que se diz verdade. Uma zona!
0,1,1,Lezada.. não.pestou...cara.riba..a..onca..a..trax..dele...moreu...toa
1,1,1,Biólogo Henrique fez implante de cabelo.
1,1,1,quando a pessoa perde o medo ela fica vulnerável a gualque situação na vida o medo de proteja de várias situações na vida
1,1,0,"O ATAQUE NÃO FOI FEITO A NOITE, DIZ O SEU CUNHADO,  ENTÃO ESSE CONTEÚDO É ENGANOSO."
1,1,1,"Hoje em dia os animais tem mad valor que os seres humanos, que são os donos do mundo"
1,1,1,Deixa de ser mentiroso vc indo na onda dessas fontes genéricas e histórias de fazendeiros e relatos não oficiais os ataques são raros aceita que dói menos
1,1,1,É verdade esses figurinhas parece que não conhecem Pit Bull que se bobear destrói uma pessoa em minutos.
1,2,1,"Esse amigo dele, deve estar chateado ao ver este vídeo! Que Deus conforte o coração da família e deste amigo dele!"
2,1,1,"Deus abençoe toda família.<br><br>A onça está no habitat natural dela, infelizmente nos seres humanos temos que correr atrás do nosso sustento"
1,1,1,"Só vejo um esperto dizendo o tempo todo , onça não ataca ser humano, nuca morou no interior onde tem esses animais ,fica falando o que não sabe , quero ver o que ele vai dizer,será que ele vai dizer que fakenews"
1,1,1,Todo vídeo biólogo Henrique (e raro mais n quer dizer que n acontece )tem que procurar um professor kkk n guenta mais
1,1,1,Tem mais sim! E<br>Deus me livre
1,1,1,Eu vi o video dele bizarro 😢
0,2,1,"Eu sei que muitos vao me criticar  aqui , porque e o animal e selvagem ...  Deus me livre , se fosse com uma  pessoa minha familia que acontecer isso , eu  procurava essa onça até no inferno e matava ele na bala , eu nao me importava  nao , meus sentimentos e muita força  para familia desse senhor"
1,1,1,Só persiste eu quero saber sobre mais
1,1,1,A onça é bruta nao da viagem perdida no ataque
0,2,1,tem que abater esse bicho. sentimentos à família
1,2,1,"Só quem sabe realmente oq aconteceu não está mais entre nós pra falar, o restante é tdo teorias, que Deus tenha piedade da alma desse homem, e conforte os corações dos familiares"
1,1,0,Fazer 10 vídeos sobre isso é<br> mínimo é falta de conteúdo
1,1,1,Infelizmente  o Brasil  valoriza  mais animais  do que vidas humanas.
2,1,1,"Meu pai serviu por 10 anos na Amazônia,  no cigs,  nunca encontrou uma onça de frente, elas sempre fugiam antes, só achava o rastro."
1,1,1,A gente conta e o pessoal não acredita. Até nisso a mídia da Bahia oculta os fatos.
1,0,1,Não brinca com coisa séria seu pé de rato
1,1,1,Doideira
1,1,1,Verdd msm....foi assim msm que aconteceu
1,1,1,Aquela onça que pegaram nunca que é a culpada .
1,1,0,"Dinalva tenho o vídeo onde o próprio cunhado foi entrevistado, junto a um amigo da polícia ambiental, esse documentário nesse vídeo aqui está distorcendo a verdade, esse tal Juninho agro precisa se informar melhor."
1,0,1,Idoso tem alto confiança e teimosia não ver perigo em nada😢
1,0,1,"Uma arna de choque já livrava esse homem da morte. Quer morar no meio da fauna onde tem cobras, Jacaré, onça é claro que tem que se precaver com segurança e isso o velho não fez."
2,1,1,"Que assassino? <br>Aqui estou vendo só um animal silvestre tratando um humano como presa, por fome, por domínio do território, por alguém ter alimentado e ter acostumado a dar algo ao animal. <br>As pessoas tomam conta do habitat do bicho e o bicho que é “assassino”. <br>Assassinato pra mim é quem de maneira racional mata o outro por pura maldade. <br>Esses felinos tendem a se manter longe da raça humana. Então, há algo por trás desse trágico fato."
1,1,1,"Continue assistindo a este episódio clicando aqui: <a href=""https://www.youtube.com/live/53NlgEDoI3o?si=686rEU3w0Z81IouO&amp;t=924"">https://www.youtube.com/live/53NlgEDoI3o?si=686rEU3w0Z81IouO&amp;t=924</a>"
1,1,1,Não vão mata lá  não pode
1,1,1,"Estava trabalhando perto de 2000 na região de Iperó como vigia e na ronda me fiquei de cara com uma onça-parda, gritei e corri para um lado, ela correu para o outro."
0,1,1,Kd os defensores dos animais vão ficar calado agora?se fosse abatendo uma onça tavam tudo aí de mimi pra prender e aplicar uma multa 😂
1,1,1,"2 dessas acabaria com os Deputados ladrões, Alguém leva pra lá hoje mesmo"
1,1,1,😢Nossa que tristeza
1,1,1,Segundo o que dizem. Foi ordem do dono. Pois as onças chamavam turistas para o local.
0,1,1,"@@Amarildo-s9t Cachorro no pantanal não dura 1 semana, não adianta criar..."
2,2,1,Sem ceva. Basta de desmatamento.   Salve a memória do sr Jorge <br>e vejo que se sabe exatamente o que se sabia anteontem. Paz às onças do caso em algum santuario. E às outras entao!
1,1,0,Tudo errado 😂 essa IA é da china 😂
1,1,1,Chegaaaa de desmatar
1,1,1,Sou de Marabá-PA
1,1,1,Cadê o Ibama que protege onça mas não protege um ser humano.
1,1,1,"Infelizmente a pressão populacional humana sobre estes hatitats é cada vez maior. Ataques como estes , podem sim  ocorrer com maior frequência, são uma tendência. As vítimas serão sempre aqueles que estão diretamente envolvidos nessa interface entre seres humanos e animais silvestres. Mas os animais , sem dúvida , perderão seu espaço e serão sufocados em locais cada vez mais reduzidos e não terão outra opção senão adaptar-se a presença humana e/ou desaparecer. Felizmente há pessoas que trabalham em prol da conscientização e educação das populações e desta forma soluções podem ser encontradas para mitigar esta crise que se tornou comum. Parabéns ao biólogo Henrique por fazer parte deste grupo ! Ótimo trabalho!"
1,1,1,Mentira
1,1,1,🌎🌍🌏🍫🗺
0,2,1,Eu sonhei que os animais da selva estavam famintos. E eu sentia até dó. Mas eles estavam proximos as cidades...Tadinho desse senhor. Ele confiou demais.
1,1,1,"Se fosse o contrário,o caseiro já estaria preso sem direito a fiança!! A onça tem mais valor do que a vida de um ser humano!!"
1,1,1,Chega desse assunto! Já deu! Cansou!!!!
1,1,0,Como sabem como foi ?<br>A onça contou ?
1,1,1,😮 OH MY GOD 😱
1,1,1,​@@ryancestari bem isso
1,1,1,A onça tem q ser abatida?
0,1,1,"Parabéns pela captura desse animal tão lindo, mas acho melhor vcs sacrificar ele ,vai volta e tenta novas vítimas 😁"
1,1,0,"Esse narrador fala muito, que merda😂"
0,1,1,"Isto mesmo,na África animals que experimentam carne humana são sacrificados para não haver outra morte."
1,1,1,Nem um felino ataca pelas costa
0,1,1,Está na bíblia que uma parte das pessoas sériam comidos pela besta fera
1,0,1,"Provavelmente ele dava peixe pras onças, ele tinha perdido o medo por causa disso ele morreu"
2,1,1,"a natureza só está devolvendo na mesma moeda o que os humanos fazem há anos com as onças aqui no brasil. Todo dia onças são mortas na mão do homem, mas quando a onça faz o mesmo querem demonizar o animal"
1,1,1,Muito suspeito as câmeras pegou ela várias vezes e da pra ver os locais de ataque.<br>Porém as câmeras não pegaram o ataque.<br>Gostaria de saber porque as câmeras não pegaram o ataque.
1,1,1,"Senhor amado, que tragédia"
0,1,1,Apois eu passo o chumbo  mesmo
1,1,1,Concordo   se  numa  região  q  não  tem  outros  animais grandes  pra  onça  se  alimentar  tipo  vacas ovelhas  poucos .a  onça  não  pode  se  amiga de  seres umanos tem  q  ex-sister  um  cuidado  amais  da  parte  do  seres humanos
1,1,0,Nada a ver com o ataque
1,1,1,Elas matam os animais também 😢
1,1,1,Continuem invadindo as moradias destes animais!
